price (high season),Name,Location
34,Uuperin rinteet,Finland
119,Mountain High North,USA
15,Kuhberglifte – Lenzkirch-Saig,Germany
18.2,Rost's Wiesen – Augustusburg,Germany
7,Oberaschenberg (Neustift im Mühlkreis),Austria
24,Grenchenberg – Grenchen,Switzerland
18,Rössle-Lift – Schönwald im Schwarzwald,Germany
23,Dębowiec – Bielsko-Biała,Poland
50,Buena Vista,USA
11.7,Chaux Neuve,France
8,Mühlegglift – Hopfgarten in Defereggen,Austria
12,Langmattli – Hergiswil,Switzerland
10,Mugi – Netstal,Switzerland
10,Separadorgiu,Italy
10,Reichenberg (Sankt Oswald-Riedlhütte),Germany
10,Hamry (Bystré),Czech Republic
15,Remata,Slovakia
6.5,Saint Nizier du Moucherotte,France
5,Balme di Lanzo,Italy
14,Boden (Pfafflar),Austria
9,Rauschenbachmühle – Arnsfeld,Germany
9,Pobershau (Marienberg),Germany
34,Schwalefeld,Germany
22,Kahler Pön – Usseln,Germany
20,Ersteberg – Masserberg,Germany
12,Fričkovce,Slovakia
12,Mauersberg (Großrückerswalde),Germany
11,Fornby Klint,Sweden
10,Dole Pri Litiji,Slovenia
8,Falkenstein,Germany
25,Mt. Pisgah,USA
20,Gujo Kogen,Japan
16,Kesselberg – Oberkirnach (St. Georgen),Germany
16,Kocourov,Czech Republic
20,Hesselbacher Gletscher – Bad Laasphe,Germany
20,Burgbernheim,Germany
16,Jurasówka – Siemiechów,Poland
29,Mount Evergreen – Kenora,Canada
11,Kyllåsbacken,Sweden
15,Herchenhainer Höhe,Germany
30.5,Birkenlift,Austria
65,The Homestead Resort,USA
74,Wilmot Mountain,USA
12,Schliprüthen,Germany
21,Lüina – Airolo,Switzerland
15,La Lorette – Bourg-Saint-Pierre,Switzerland
15,Bedřichovka,Czech Republic
18,Oščadnica,Slovakia
29,Tateshina Tokyu,Japan
54,Buck Hill Ski Area,USA
20,Großerlach,Germany
22,Am Brande – Hohegeiss (Braunlage),Germany
24,Vraclávek,Czech Republic
12,Thier des Rexhons – Spa,Belgium
9.5,Höllzachersbuk – Sulzbürg (Mühlhausen),Germany
10,Svartbäcksmålabacken – Nybro,Sweden
9,Dickeloch – Winterlingen,Germany
22,Wasen im Emmental,Switzerland
25,Myllymäki,Finland
18,Treffelhausen – Böhmenkirch,Germany
20,Mulligan's Hollow Ski Bowl,USA
7,Malmabacken – Malmköping,Sweden
13,Hillpark,Central Russia
21,Jauerling – Maria Laach am Jauerling,Austria
45,Cannonsburg,USA
17,Liepkalnis – Vilnius (Žiemos trasa),Lithuania
39,Maple Ski Ridge,USA
26,Tsuguro Kogen,Japan
27,Väsjöbacken – Sollentuna,Sweden
27,Ingierkollen – Kolbotn,Norway
40,Mount Ski Gull,USA
48,McIntyre,USA
20,Ghöch,Switzerland
18,Dobellifts – Schönwald im Schwarzwald,Germany
16,Schanz – Fischbach,Austria
15,Pěnkavčí vrch,Czech Republic
12,Powers Bluff,USA
12,Ski Bor Črni vrh,Slovenia
6,Albstadt-Pfeffingen,Germany
3,Berghalde – Penzberg,Germany
7,Rudträskbacken – Kalix,Sweden
16,Gadmen,Switzerland
5,Galgenberg – Marienberg,Germany
25,Mustavuori – Tampere,Finland
21,Breitnau,Germany
11,Båsenbergabacken,Sweden
21,Thurner,Germany
15,Na Stoku – Walim,Poland
60,Lost Valley,USA
24,Leavenworth Ski Hill,USA
12,Zatrnik,Slovenia
10,Sagasserovy boudy – Velká Úpa,Czech Republic
55,Brandywine,USA
22,Torfhauslifte – Altenau,Germany
32,Sunridge,Canada
29,Munakas – Nüpli (Otepää),Estonia
19,Kvilda,Czech Republic
9,Skattmansöbacken,Sweden
30.5,Geigenbühel,Austria
59,Alpine Valley Ohio,USA
14,Băile Homorod,Romania
14,Palkovice,Czech Republic
14,Nanao Korosa,Japan
14,Brenden – Ühlingen-Birkendorf,Germany
14,Hirschkopf – Carlsfeld,Germany
5,Pagla,Sweden
5,Im Gelltal – Waldkappel,Germany
16,Beerfelden,Germany
16,Giller – Hilchenbach-Lützel,Germany
16,Amberglift – Walchsee,Austria
40,Dalseter – Espedalen,Norway
16,Janina – Rogaška Slatina,Slovenia
35,Canaro – Soldeu,Andorra
25,Gurnigelbad,Switzerland
12,Dlouhoňovice,Czech Republic
41,Ichinose Diamond,Japan
8.5,Bischofsreut,Germany
18,Zadział – Nowy Targ,Poland
29,Middagsåsen Skisenter,Norway
16,Glasberg – Zwiesel,Germany
6,Fürstberg – Eppenschlag,Germany
18,Steinberglift – Langfurth (Schöfweg),Germany
29,Snow Arena – Druskininkai (indoor ski area),Lithuania
25,Lake City Ski Hill,USA
20,Järabacken – Jönköping,Sweden
20,Donnstetten (Römerstein),Germany
8,Rotterhang – Schellerhau,Germany
35,Villa Roma,USA
30,Hasamäki,Finland
12,Soláň – Bzové,Czech Republic
15,Raffelmoos – Elbach (Fischbachau) (temporarily closed),Germany
9,Schwäbeleholzlift – Sonthofen (temporarily closed),Germany
26,Lekotinmäki,Finland
17,Winter Park – Kewaunee County,USA
20,Vögelsberg (Wattens),Austria
17,Murzasichle,Poland
10,Kienleitenlift – Brandenberg,Austria
25,Burglift – Stans,Austria
15.5,Hundsbach,Germany
7,Balsberg – Unterwössen,Germany
30,Ausblick – Sussex,USA
23,Fujimi Kogen,Japan
14.5,Buchberg (temporarily closed),Germany
55,Yawgoo Valley,USA
59,Little Switzerland,USA
17,Gehrenlift – Bischofsgrün,Germany
13,Col de Jougne,France
14,Saltisbacken – Saltsjöbaden,Sweden
19,Vegårshei,Norway
21.5,Kirchbach (Rappottenstein),Austria
25,Seibelseckle – Seebach,Germany
21,Hrastlift – Feistritz an der Gail,Austria
15,Maidan,Ukraine
6,Schweinsleite – Draisendorf,Germany
49,Swiss Valley,USA
13,Rudno – Železniki,Slovenia
25,Schwellbrunn,Switzerland
20,Wieżyca-Koszałkowo – Szymbark,Poland
15,Svinec,Czech Republic
23,Milzkalns,Latvia
20,Im Salzwinkel – Zainingen (Römerstein),Germany
15,Skipot – Potůčky,Czech Republic
25,Kaltenbronn,Germany
11,Lively,Canada
10,Šentjošt nad Horjulom,Slovenia
32,Serena,Finland
39.5,Sauris di Sotto,Italy
22,Pando Park (temporarily closed),USA
18,Freistadt,Austria
11,Mont Pits – Cabano,Canada
79,Heiti – Gsteig bei Gstaad,Switzerland
23,Falcon Ridge,Canada
18,Misty Ridge,Canada
15,Eulenloch – Langenbrand (Schömberg),Germany
9,Luče,Slovenia
9,Zenitzen – Winklern,Austria
43,Detroit Mountain,USA
8,Ryllshyttebacken,Sweden
16,Arboga,Sweden
22,Ryssbergsbacken,Sweden
26,Vögelinsegg – Speicher,Switzerland
18,Traifelberg – Honau (Lichtenstein),Germany
17,Rabenkopf – Oberau,Germany
17.5,Westernberg (Ruhpolding),Germany
20,Sotkanrinteet,Finland
18,Svratka,Czech Republic
33,Hirvensalo,Finland
7,Kanapee – Mühlheim an der Donau,Germany
24,Stanzach,Austria
6,Jusi – Kohlberg,Germany
4.5,Deilingen,Germany
30,Bündalift – Davos,Switzerland
16,Zochova Chata,Slovakia
10,Asp (Densbüren),Switzerland
4,Hirtstein,Germany
4,Hallstatt,Austria
29,Swinghill – Solvalla (Espoo),Finland
17,Aggenhausen (Mahlstetten),Germany
18,Sattelegg – Vorderthal/​Einsiedeln-Willerzell,Switzerland
18,Lamm – Kniebis,Germany
9,Arnreit,Austria
19,Smerekowiec,Poland
55,Christmas Mountain,USA
17,Schorschi-Lifte – St. Georgen am Walde,Austria
20.7,Les Chosalets,France
42,The Rock Snowpark,USA
18,Hochpröller,Germany
13,Dolomity Sportowa Dolina – Sucha Góra (Bytom),Poland
24,Ringkollen,Norway
20,Weissenbach (Alpinwellt),Italy
21,Sahnehang,Germany
15,Jägerstraße – Klingenthal,Germany
20,Gaiziņkalns,Latvia
20,Mäuseberg – Daun,Germany
13,Gorki57,Central Russia
33,Brantling,USA
18,Basse Ruche,Switzerland
9.5,St. Jean de Sixt,France
10,Steinrückenlift – Ettenhausen (Schleching),Germany
7,Mazurski – Okrągłe,Poland
11.5,Am Zschopenberg – Zschopau,Germany
12,Keyes Peak,USA
16,Standing Rocks,USA
18,Le Tourchet,France
15,Novako – Boží Dar,Czech Republic
14,Deesbach,Germany
14,Kačenčina/​Chata Juráška,Czech Republic
30,Sveitsin Hiihtokeskus – Hyvinkää,Finland
28,Zuflucht (Baiersbronn),Germany
18,Chotouň,Czech Republic
14,Stok Karpatka,Poland
13,Dömle – Deje (Forshaga),Sweden
12,Oberstocken – Tieringen (Meßstetten),Germany
12,Albuch – Heidenheim-Schnaitheim,Germany
10,Hesselberg,Germany
6,Holzhausen – Schlossberg,Germany
3,Biristrand,Norway
21,Valley Ski Hill – Alliance,Canada
17,Chuo Alps Senjojiki,Japan
24,Langis,Switzerland
10,Stich – Opfertshofen,Switzerland
29,Amnéville-Les-Thermes – Snowhall (indoor ski area),France
14,Libín – Libínské sedlo,Czech Republic
60,Ward Hill – Shrewsbury,USA
10,Entenberg,Germany
19,Amalka (Sulęczyno),Poland
55,Boston Mills,USA
19,Beckenhalde – St. Gallen,Switzerland
26,Ekholmsnäsbacken – Lidingö,Sweden
16,Monkova dolina – Ždiar,Slovakia
8,Laiernberg – Hettingen,Germany
15,Schlossberg – Oberkirnach (St. Georgen),Germany
20,Korkeakangas (temporarily closed),Finland
5.5,Kreenheinstetten,Germany
15,Nýrsko,Czech Republic
39,Peuramaa,Finland
23,Zagarkalns,Latvia
11,Långberget,Sweden
53,Campgaw Mountain,USA
8,Val-d'Or,Canada
10,Hořec (dry slopes),Czech Republic
10,Zellenberg – Kukmirn,Austria
65,Grand Geneva,USA
13,Karpatka Panorama,Poland
32,Sysendalen – Eidfjord,Norway
20,Greising – Deggendorf,Germany
14,Ålåsen,Sweden
6,Ebersdorf (Saldenburg),Germany
15,Gwynne Valley,Canada
14,Hjortberget – Oskarshamn,Sweden
7,Häusern,Germany
19,St. Anton – Innerpflersch,Italy
11,Petehovac Delnice,Croatia
25,Savivuori – Viitasaari,Finland
12,Pod Lesom – Dolný Smokovec (Vysoké Tatry),Slovakia
12,Osmelakowa Dolina – Spalona,Poland
12,Vydra,Czech Republic
30,Tornimäki – Mikkeli,Finland
24,Beiwald – Upfingen (St. Johann),Germany
15,Winterhalde – Degenfeld (Schwäbisch Gmünd),Germany
9,Bräntberget – Umeå,Sweden
37,Whitetail Ridge – Fort McCoy,USA
15,Peretseck – St. Johann am Walde,Austria
20,Eichfeldlift – Turnau,Austria
6,Ormberget – Luleå,Sweden
6,Wehingen,Germany
5,Eschenfelden – Hirschbach,Germany
22,Edmonton Ski Club,Canada
15,Saas-Balen,Switzerland
16,Gut Enghagen – Roßleithen,Austria
5,Ornahög,Sweden
26,Pierścienica – Kielce,Poland
6.5,Gutachhalde – Lenzkirch-Kappel,Germany
14,Bregtallift/​Staatsberg – Furtwangen,Germany
25,Boyce Park,USA
5,Maria Schmolln,Austria
2.5,Solla – Thurmansbang,Germany
6,Hahn – Reichshof,Germany
22,Loisinord – Noeux-Les-Mines (dry slopes),France
22,Hiittenharju,Finland
40,Bottineau Winter Park,USA
34,Roggenboden,Austria
7,Orebacken,Sweden
30.3,Ristolas,France
24,Schatzerlift – Kirchberg,Austria
8,Pfannilift – Neuhaus (Schliersee),Germany
13,Glonn,Germany
16,Großer Feldberg – Oberreifenberg (Schmitten),Germany
19,Sunnerstabacken – Uppsala,Sweden
11,Ruchtal – Albstadt-Onstmettingen,Germany
7,Monte Sperlasso – Velburg,Germany
83,Ski Dubai – Mall of the Emirates (indoor ski area),United Arab Emirates
11,Innisfail,Canada
17,Rathauslifte – Braunlage,Germany
40,Hyland Hills,USA
20,Skalka – Ostrava-Poruba,Czech Republic
16,Eniwa Shimin,Japan
13,Schäferkarren – Möhringen (Tuttlingen),Germany
10,Holderbank – Skilift Engi,Switzerland
10,Bügls – S-chanf,Switzerland
10,Trachselwald,Switzerland
10,Salzburger Kopf – Stein-Neukirch/​Rennerod,Germany
10,Landsberied,Germany
10,Terrebonne,Canada
10,Centre de Plein Air – Lévis,Canada
8,Am Mühlberg – Einsiedel (Chemnitz),Germany
8,Westerburg,Germany
22,Beartown,USA
32,Mielakka,Finland
29,Earl Bales – North York (Toronto),Canada
10,Dorflift Sulzberg,Austria
7.2,Bad Häring,Austria
33,Snow Valley – Edmonton,Canada
25,Kaustinen,Finland
21,Bildhaus – Gommiswald am Ricken,Switzerland
14,Maiergschwendt (Ruhpolding),Germany
11,Korivka (Корівка) – Yablunytsia (Яблуниця),Ukraine
15,Čihadlo,Czech Republic
17,Cioss Prato – Bedretto,Switzerland
20,Kaķīškalns,Latvia
12,Eichholzkopf,Germany
19,Østerlars (Bornholm),Denmark
19,Krößbach,Austria
26,Parra,Finland
15,Mount Martin – Deep River,Canada
10,Rosenberg – Klosterreichenbach (Baiersbronn),Germany
10,Sternenberg – Schatzböl,Switzerland
16,Oberer Schlossberg – Oberkirnach (St. Georgen),Germany
19,Sloreåsen – Oslo,Norway
34,Kalli,Finland
17,Kerschbaumlift – Grattersdorf (temporarily closed),Germany
11,Åsbobacken – Avesta,Sweden
12,Šibeniční vrch – Mnichovice,Czech Republic
11,Schlossberglift – Wurmannsquick,Germany
11,Ragnhildsborgbacken – Södertälje,Sweden
27,Spring Hill Winter Park,Canada
15,Rossa,Switzerland
30,Hanson Hills,USA
17,Hedelands Skicenter,Denmark
10,Buchschirmhang – Hilders,Germany
33,Notschrei,Germany
2,Gries am Brenner,Austria
15,Bedea – Novaggio,Switzerland
7,Hennenstein – Trochtelfingen,Germany
24,Kagamiganaru,Japan
25,Hörnli – Hemberg-Bächli,Switzerland
22,Annerlbauer – Krieglach,Austria
20,Casaccia,Switzerland
12,Hühnerfarm – Ehrenfriedersdorf,Germany
12,Le Frenz,France
22,Oberhelfenschwil,Switzerland
17,Schnabelsberg – Bennau (Einsiedeln),Switzerland
10,Gerichtsberg – Gelenau,Germany
5,Kraimoos – Bernau am Chiemsee,Germany
20,Germundö,Finland
17,Beiningen (Blaubeuren),Germany
14,Zákoutí – Harrachov,Czech Republic
52.5,SnowWorld Landgraaf (indoor ski area),Netherlands
6.5,Am Hexenwäldle – Krauchenwies,Germany
19,Pod Wangiem,Poland
9,Bryngfjordsbacken,Sweden
15,Baiļi,Latvia
9,Petersthal – Oy-Mittelberg,Germany
8,Tranzlberg – Moosach (Falkenberg),Germany
11,Tengu Kogen,Japan
69,Batawa Ski Hill,Canada
20,Mt. McSauba,USA
10,Schamhaupten (Altmannstein),Germany
20,Waldskilift – Schnittlingen (Böhmenkirch),Germany
19,Wimmerlifte – Purgstall bei Eggersdorf,Austria
9,Steinbrunnenlift – Hintersteinbach,Germany
12,Högagärdebacken – Sävsjö,Sweden
12,Plauberg – Falkenau,Germany
9,Valbergsbacken – Torsby,Sweden
8,Egg – Hallau,Switzerland
8,Rölzhang – Wildenthal,Germany
7,Breckerfeld-Epscheid (temporarily closed),Germany
11,Vrenningebacken – Oskarström,Sweden
16,Winterberglift – Oberkirnach (St. Georgen),Germany
13,Alte Golfwiese – Oberhof,Germany
20,Oberzeiring (Pölstal),Austria
10,Val d'Azun,France
5,Hohenfurch,Germany
13,Bruket,Sweden
10.5,Lengau (temporarily closed),Austria
16,Wehrhalden,Germany
9,Baggården,Sweden
14,Trosabacken,Sweden
24,Ruhrquelle,Germany
13,Chodzież,Poland
13,Schnee-Erlebnisland Flattach,Austria
23,Max-Wild-Arena/​Felderhalde – Isny,Germany
15,Ochsenwang,Germany
14,Brudarebacken – Göteborg,Sweden
10,Bottenwil – Piz Graben,Switzerland
10,Laubenthal,Germany
8.5,Schebdach – Jungingen,Germany
7,Oberwald,Switzerland
17,U Gruloka – Poronin,Poland
5,Wasentegernbach-Loh (Dorfen),Germany
32,Talma,Finland
12,Blatten – Speicher,Switzerland
7,Am Grenzhang – Tellerhäuser (Breitenbrunn),Germany
14,Fleckllift – Warmensteinach,Germany
14,Brigachlift – Oberkirnach (St. Georgen),Germany
19,Jerikobakken – Oslo,Norway
21.5,Happylift – Semmering,Austria
10,Blockhaus – Reichshof,Germany
20,Haut-de-Caux,Switzerland
5,Goldiwil – Multenegg (Heiligenschwendi),Switzerland
15,Kapellenberg (St. Englmar),Germany
19,Hubelweid – Heiligenschwendi,Switzerland
59,Bottrop (alpincenter) (indoor ski area),Germany
10,Rokuroshi Kogen,Japan
14,Telli – Morschach,Switzerland
15,Nollen – Hosenruck (Wuppenau),Switzerland
16,Lommiswil – Bitzirain,Switzerland
8,Dietikon,Switzerland
8,Sitzberg – Fischingen,Switzerland
8,Willmandingen – Skilift Längloch,Germany
8,Albstadt-Truchtelfingen,Germany
8,Floitenlift – Ginzling,Austria
52.5,SnowWorld Zoetermeer (indoor ski area),Netherlands
12,Hesel – Zainingen (Römerstein),Germany
15,Hemlingbybacken – Gävle,Sweden
28,Four Seasons,USA
17,Büller Höhe – Usseln,Germany
15,Bleaml Alm – Neubau (Fichtelberg),Germany
13,Schwarzhorn – Waldstetten,Germany
41,Kidoike,Japan
22,Laichingen,Germany
48,Snow Valley – Peer (indoor ski area),Belgium
15,Dalpe,Switzerland
30,Four Lakes,USA
21,Pukkivuori,Finland
9.5,Collenberg – Halver,Germany
26,Alebacken,Sweden
29,Ipponsugi,Japan
5,Zugerberg,Switzerland
5,Söderfors,Sweden
15,Ski Mountain Park – São Roque (dry slopes),Brazil
10,Berger Höhe – Wangen im Allgäu,Germany
13,Hoch Hylkedal – Kolding,Denmark
21,Kotlinka – Szymbark,Poland
7,Miinohara,Japan
16,Schlösslihang – St. Gallen,Switzerland
16,Horal,Czech Republic
44,Villa Olivia – Bartlett,USA
26,Eastlink Park – Whitecourt,Canada
15,Horben – Lindenberg,Switzerland
28,Grani Backen – Kauniainen,Finland
64,Wittenburg (alpincenter Hamburg-Wittenburg) (indoor ski area),Germany
15,Kirburg,Germany
40,Gloucester Ski & Snowboard Centre (dry slopes),United Kingdom
20,Nüstenbach – Mosbach,Germany
12,Mühlleiten – Klingenthal,Germany
33,Tossabacken – Karhuvaara,Sweden
7,Kaisers,Austria
10,Myrebobacken – Ljungby,Sweden
42,Alpenpark Neuss (indoor ski area),Germany
13,Hohenberg – Rosenberg,Germany
45,Sapphire Valley,USA
21,Valgehobusemäe,Estonia
22,Piani di Artavaggio – Moggio,Italy
14,Kollerlift – Bischofswiesen,Germany
12,Pente à Neige – Montreal (temporarily closed),Canada
25,Althütte – Waldmünchen,Germany
48,Cogolo,Italy
9.5,Ochsengarten – Paternion,Austria
15,Lucky – Aeschi,Switzerland
15,Mottalift – Serneus,Switzerland
5,Gurten – Bern,Switzerland
42,Winterberger Nordhang,Germany
7,Makino Kogen,Japan
8,Randa,Switzerland
28,Sayama (indoor ski area),Japan
15,Wildberg – Schafbüel,Switzerland
12,Köykkyri,Finland
21,Salomonkallio,Finland
20,Llandudno Ski and Snowboard Centre (dry slopes),United Kingdom
37,Snow Dome Bispingen (indoor ski area),Germany
16,Ophelii,Bulgaria
13,St. Oyen Flassin,Italy
15,Hilbert (Hřebínek),Czech Republic
15,Bristol Pit – Yellowknife,Canada
55.5,Böglerlift – Alpbach,Austria
11.5,Plateau de Beille,France
39,Madrid Snow Zone (indoor ski area),Spain
20,Swadlincote Snowsports Centre (dry slopes),United Kingdom
12,Kinsmen – Little Red River Park (Prince Albert),Canada
15,Malta Ski – Poznań (Posen) (dry slopes),Poland
10,S'Arena (dry slopes),Italy
18,Optimist Hill,Canada
52,Ice Mountain (indoor ski area),Belgium
52.5,SnowWorld Rucphen (indoor ski area),Netherlands
29,Centennial Park – Etobicoke (Toronto),Canada
17,Suffolk Ski Centre (dry slopes),United Kingdom
54,The Snow Centre – Hemel Hempstead (indoor ski area),United Kingdom
50,Qiaobo Ice and Snow World – Peking (indoor ski area),China
5,Winterwichtelland Sillian,Austria
32,SnowTropolis – Senftenberg (indoor ski area) (temporarily closed),Germany
52.5,SnowWorld Terneuzen (indoor ski area),Netherlands
52.5,SnowWorld Amsterdam (indoor ski area),Netherlands
5,Les Haudères – L'Homazo,Switzerland
17,Cardiff Ski and Snowboard Centre (dry slopes),United Kingdom
33.5,Montana Snowcenter (indoor ski area),Netherlands
7,Alford Snow Sports Centre (dry slopes),United Kingdom
48,Snow Planet – Silverdale (indoor ski area),New Zealand
23,Exeter & District Ski Club (dry slopes),United Kingdom
80,Tamworth Snowdome (indoor ski area),United Kingdom
