ID,Name,Country,Notes
54885449,Nebelhorn,Germany,Forecast Only
54885451,Nesselwang,Germany,Forecast Only
54885453,Neuhaus am Rennweg,Germany,Forecast Only
54885455,Neukirchen beim Heiligen Blut,Germany,Forecast Only
54885457,Neureichenau,Germany,Forecast Only
54885459,Neuschonau,Germany,Forecast Only
444003,Oberammergau,Germany,
54885461,Oberau / Rossfeld,Germany,Forecast Only
54883753,Oberaudorf,Germany,Forecast Only
54883387,Oberhof,Germany,
4440094,Oberjoch-Hindelang,Germany,
54883388,Obermaiselstein,Germany,
54885463,Oberreute,Germany,Forecast Only
54885465,Obersalzberg / Gutshof / Buchenhohe,Germany,Forecast Only
9999235,Oberstaufen,Germany,
444004,Oberstdorf,Germany,
54883389,Oberwiesenthal,Germany,
54885467,Ochsenkopf,Germany,Forecast Only
54885469,Ofterschwang,Germany,Forecast Only
54888049,Olsberg / Bruchhausen Wintersport-Arena,Germany,Forecast Only
54885471,Oy Mittelberg,Germany,Forecast Only
54885475,Pfronten,Germany,Forecast Only
54885477,Phillippsrreut / Mitterfirmiansreut,Germany,Forecast Only
54885479,Poppenhausen,Germany,Forecast Only
54885481,Postwiesen,Germany,Forecast Only
54885483,Ramsau,Germany,Forecast Only
444005,Reit im Winkl,Germany,
4440105,Rettenberg,Germany,
54885485,Rottach - Egern,Germany,Forecast Only
54883390,Ruhpolding,Germany,
54885487,Sachrang,Germany,Forecast Only
54885489,Samerberg - Hochriesgebiet,Germany,Forecast Only
54885493,Sankt Andreasberg,Germany,Forecast Only
54885495,Sankt Englmar,Germany,Forecast Only
54885497,Sasbachwalden,Germany,Forecast Only
54885499,Scheidegg,Germany,Forecast Only
54883427,Schierke,Germany,
54885501,Schleching / Geigelstein,Germany,Forecast Only
4440116,Schliersee/Spitzingsee,Germany,
54885503,Schluchsee,Germany,Forecast Only
54888051,Schmiedefeld am Rennsteig,Germany,Forecast Only
54885505,Schofweg - Langfurth,Germany,Forecast Only
54885507,Schonau,Germany,Forecast Only
54885509,Schoneck,Germany,Forecast Only
54885511,Schonseer Land,Germany,Forecast Only
54885513,Schotten - Breungeshain,Germany,Forecast Only
54885515,Schwangau,Germany,Forecast Only
54885517,Schwarzenbach am Wald,Germany,Forecast Only
54888641,Siegerland Wittgenstein ,Germany,Forecast Only
54885519,Silbersattel,Germany,Forecast Only
54885521,Sollereck / Hollwies,Germany,Forecast Only
54885523,Sonthofen,Germany,Forecast Only
54885525,St. Blasien,Germany,Forecast Only
54885527,Steibis - Imberg,Germany,Forecast Only
54888053,Steinach,Germany,Forecast Only
54883437,Steinplatte,Germany,
54885529,Suhl / Suhl-Goldlauter,Germany,Forecast Only
54885531,Sulzberg,Germany,Forecast Only
54885533,Tegernsee,Germany,Forecast Only
54885535,Tettau,Germany,Forecast Only
54888055,Thuringische Rohn,Germany,Forecast Only
54885537,Todtmoos,Germany,Forecast Only
54883391,Todtnau,Germany,
54885539,Unternberg,Germany,Forecast Only
54885541,Unterwossen / Balsberg,Germany,Forecast Only
54885543,Usseln,Germany,Forecast Only
54888057,Waffenrod/Hinterrod,Germany,Forecast Only
54885545,Waldkirchen,Germany,Forecast Only
54885549,Warmensteinach,Germany,Forecast Only
54885551,Weiler - Simmerberg - Ellhofen,Germany,Forecast Only
54885553,Werningerode,Germany,Forecast Only
54885555,Wertach,Germany,Forecast Only
54885557,Wieden,Germany,Forecast Only
54885559,Wiesensteig,Germany,Forecast Only
4440127,Willingen,Germany,
54883428,Winklmoos-Alm,Germany,
4440128,Winterberg,Germany,
54883438,Zugspitze,Germany,
54885561,Zuschen,Germany,Forecast Only
54888563,Züschen,Germany,Forecast Only
54885563,Zwiesel,Germany,Forecast Only
54885565,Agriolefkes Ski Center,Greece,Forecast Only
54888059,Chriso Elafi,Greece,Forecast Only
54888061,Elatoxori,Greece,Forecast Only
54888063,Falakro,Greece,Forecast Only
54885567,Gerontovrachos,Greece,Forecast Only
54885569,Kalavrita,Greece,Forecast Only
54888065,Lailias,Greece,Forecast Only
54885571,Mount Parnassos,Greece,Forecast Only
54885573,Mr Karpenissi,Greece,Forecast Only
54885575,Mt Mainalo,Greece,Forecast Only
54885577,Mt Voras Kaimaktsalan,Greece,Forecast Only
54888067,Pertouli,Greece,Forecast Only
54888069,Profitis Ilias Ski Center,Greece,Forecast Only
54885579,Seli,Greece,Forecast Only
54888071,Vasilitsa,Greece,Forecast Only
54885581,Vermio,Greece,Forecast Only
54885583,Vigla,Greece,Forecast Only
54888073,Ziria,Greece,Forecast Only
54888075,Zygos,Greece,Forecast Only
54883615,Manittsoq,Greenland,Forecast Only
54885587,Bukk,Hungary,Forecast Only
54885589,Matra,Hungary,Forecast Only
54885591,Nagy Hideg - hegyen,Hungary,Forecast Only
54885593,Pilis,Hungary,Forecast Only
54885595,Zempleni-Hegyseg,Hungary,Forecast Only
54883573,Blafjoll,Iceland,Forecast Only
54885597,Dalvik,Iceland,Forecast Only
54885599,Hlioarfjall,Iceland,Forecast Only
54885601,Husavik,Iceland,Forecast Only
54883605,Kerlingarfjoll,Iceland,Forecast Only
54885605,Siglufjorour,Iceland,Forecast Only
54885607,Skalafell,Iceland,Forecast Only
54883442,Auli,India,Forecast Only
54883421,Gulmarg,India,Forecast Only
54888077,Ab Ali,Iran,Forecast Only
54883993,Darbandsar,Iran,Forecast Only
54883987,Dizin,Iran,Forecast Only
54883999,Shemshak,Iran,Forecast Only
54883995,Tochal,Iran,Forecast Only
54885609,Macgillyscuddy Reeks Mountains,Ireland,Forecast Only
54885611,Wicklow Mountains,Ireland,Forecast Only
54885613,Newe Ativ / Mount Hermon,Israel,Forecast Only
54885615,Abbadia San Salvatore - Monte Amiata,Italy,Forecast Only
54883665,Abetone,Italy,Forecast Only
54885617,Ala di Stura,Italy,Forecast Only
666506,Alagna,Italy,
666401,Alba,Italy,
54885619,Aldino,Italy,Forecast Only
666500,Alleghe,Italy,
54885621,Alpago - Cansiglio,Italy,Forecast Only
54885623,Alpe Arera,Italy,Forecast Only
54885625,Alpe Campo di Rimasco,Italy,Forecast Only
54885627,Alpe Cusna,Italy,Forecast Only
54885629,Alpe Devero,Italy,Forecast Only
54885631,Alpe di Mera,Italy,Forecast Only
54885633,Alpe di Pampeago,Italy,Forecast Only
666001,Alpe di Siusi,Italy,
54885635,Alpe Paglio,Italy,Forecast Only
54885637,Alpette,Italy,Forecast Only
666222,Alta Badia,Italy,
666224,Alta Pusteria,Italy,
666002,Altopiano di Asiago,Italy,
54885639,Altopiano di Pine,Italy,Forecast Only
666399,Andalo,Italy,
666504,Antagnod,Italy,
54883668,Aosta Valley,Italy,Forecast Only
666402,Aprica,Italy,
666507,Arabba,Italy,
54885641,Argentera,Italy,Forecast Only
54883823,Artesina,Italy,
54885643,Asiago,Italy,Forecast Only
666311,Auronzo,Italy,
54885647,Bagnolo,Italy,Forecast Only
666005,Bardonecchia,Italy,
54885649,Barzio,Italy,Forecast Only
54885651,Bellamonte,Italy,Forecast Only
54883678,Bergamo,Italy,Forecast Only
54888079,Bielmonte,Italy,Forecast Only
54885653,Bolbeno,Italy,Forecast Only
54885655,Bolognola,Italy,Forecast Only
666006,Bormio,Italy,
54885659,Borno,Italy,Forecast Only
54885661,Bosco Chiesanuova,Italy,Forecast Only
54885663,Breuil - Cervinia Valtournenche,Italy,Forecast Only
54885665,Brixen  / Plose,Italy,Forecast Only
54885667,Bruncu Spina,Italy,Forecast Only
54883392,Bruneck,Italy,
54885669,Brusson,Italy,Forecast Only
54885671,Cadipietra / Steinhaus,Italy,Forecast Only
666312,Cadore,Italy,
54885673,Camigliatello Silano,Italy,Forecast Only
666501,Campitello,Italy,
54888081,Campitello di Fassa,Italy,Forecast Only
54885675,Campitello Matese,Italy,Forecast Only
54885677,Campo Catino,Italy,Forecast Only
54885679,Campo di Giove,Italy,Forecast Only
54883393,Campo Felice,Italy,
54885681,Campo Imperatore,Italy,Forecast Only
54885683,Campo Staffi,Italy,Forecast Only
666403,Canazei,Italy,
54885685,Cappadocia - Campo Rotondo,Italy,Forecast Only
54885687,Capracotta,Italy,Forecast Only
666223,Carezza,Italy,
54883687,Carnia,Italy,Forecast Only
54883929,CARONA - FOPPOLO,Italy,Forecast Only
54885689,Caspoggio,Italy,Forecast Only
54885693,Castione della Presolana,Italy,Forecast Only
666404,Cavalese,Italy,
54885695,Centro Sciistico Plan / Pfelders,Italy,Forecast Only
54885697,Ceresole Reale,Italy,Forecast Only
54885699,Cerreto Laghi,Italy,Forecast Only
666007,Cervinia,Italy,
54883689,Cesana Torinese,Italy,Forecast Only
54885701,Chamois,Italy,Forecast Only
666502,Champoluc,Italy,
54885703,Champorcher,Italy,Forecast Only
54883692,Chiesa,Italy,Forecast Only
54883930,CIMONCINO - FANANO,Italy,Forecast Only
54883931,CIMONE,Italy,Forecast Only
54885705,Cimone - Montecreto,Italy,Forecast Only
666228,Civetta,Italy,
666008,Claviere,Italy,
54885707,Cogne,Italy,Forecast Only
54885709,Cogolo,Italy,Forecast Only
54885711,Colere,Italy,Forecast Only
54885713,Colle di Joux,Italy,Forecast Only
54885715,Colle Isarco / Gossensass,Italy,Forecast Only
54885717,Colleretto Castelnuovo,Italy,Forecast Only
54885719,Comelico,Italy,Forecast Only
54885721,Commezadura,Italy,Forecast Only
54883694,Como,Italy,Forecast Only
54885723,Conco,Italy,Forecast Only
54885725,Conserva Di Lauria,Italy,Forecast Only
666009,Cortina,Italy,
666405,Corvara,Italy,
666010,Courmayeur,Italy,
54885727,Crissolo - Pian Regina,Italy,Forecast Only
54885729,Cutigliano,Italy,Forecast Only
54883932,DOBBIACO,Italy,Forecast Only
54885731,Domobianca,Italy,Forecast Only
54885733,Emarsee,Italy,Forecast Only
54885735,Enego,Italy,Forecast Only
54885737,Entracque,Italy,Forecast Only
54885739,Esino Lario - Cainallo,Italy,Forecast Only
54885741,Estoul,Italy,Forecast Only
54885743,Etna Nord,Italy,Forecast Only
54885745,Etna Sud,Italy,Forecast Only
54885747,Etroubles,Italy,Forecast Only
54883700,Fai della Paganella,Italy,Forecast Only
54885749,Falcade,Italy,Forecast Only
403,Folgaria,Italy,
54883586,Folgarida,Italy,
54883704,Foppolo,Italy,Forecast Only
54885751,Forca Canapine,Italy,Forecast Only
54883705,Forni di Sopra,Italy,Forecast Only
54885753,Frabosa Soprana,Italy,Forecast Only
54885755,Gallio,Italy,Forecast Only
54885757,Gambarie d'Aspromonte,Italy,Forecast Only
54885759,Garessio 2000,Italy,Forecast Only
54885761,Gaver,Italy,Forecast Only
54888083,Gigelberg,Italy,Forecast Only
666012,Gressoney,Italy,
54885763,Gressoney - St Jean,Italy,Forecast Only
54883709,Gressoney la Trinite,Italy,Forecast Only
54885765,Gromo Spiazzi,Italy,Forecast Only
54888085,Hlíðarfjall,Italy,Forecast Only
54885767,Hochpustertal / Alta Pusteria,Italy,Forecast Only
54885769,Jouvenceaux,Italy,Forecast Only
54885771,Kastelruth / Castelrotto,Italy,Forecast Only
666221,Kronplatz,Italy,
54885773,La Magdeleine,Italy,Forecast Only
54885775,La Polsa,Italy,Forecast Only
54885777,La Salle,Italy,Forecast Only
666013,La Thuile,Italy,
54885779,Laceno,Italy,Forecast Only
54885781,Laces,Italy,Forecast Only
54888087,Lana,Italy,Forecast Only
54888089,Langtaufers,Italy,Forecast Only
54885783,Lavarone / Luserna,Italy,Forecast Only
54883731,Lecco,Italy,Forecast Only
54883611,Limone Piemonte,Italy,
666015,Livigno,Italy,
54885785,Lizzano in Belvedere,Italy,Forecast Only
54885787,Lizzola,Italy,Forecast Only
54885789,Locana,Italy,Forecast Only
54885791,Lorica,Italy,Forecast Only
54885793,Lurisia,Italy,Forecast Only
666503,Macugnaga,Italy,
54885795,Madesimo,Italy,Forecast Only
54885797,Madonie - Piano Battaglia,Italy,Forecast Only
666017,Madonna di Campiglio,Italy,
54885799,Malga San Giorgio,Italy,Forecast Only
54883418,Marilleva,Italy,
666025,Marmolada Glacier,Italy,
54883419,Merano,Italy,
54885803,Merano 2000 / Meran 2000,Italy,Forecast Only
54885805,Meransen,Italy,Forecast Only
54885807,Misurina,Italy,Forecast Only
54883394,Moena,Italy,
54885809,Moena di Fassa,Italy,Forecast Only
54885811,Molveno / Pradel,Italy,Forecast Only
54885813,Monesi,Italy,Forecast Only
54885815,Montagna Grande di Viggiano,Italy,Forecast Only
54885817,Monte Avena,Italy,Forecast Only
54885819,Monte Baldo,Italy,Forecast Only
54885821,Monte Bondone,Italy,Forecast Only
54885823,Monte Catria,Italy,Forecast Only
54885825,Monte Grappa,Italy,Forecast Only
54885827,Monte Livata,Italy,Forecast Only
54885829,Monte Nerone,Italy,Forecast Only
54885831,Monte Piselli - San Giacomo di Vallecastellana,Italy,Forecast Only
54885833,Monte Pora,Italy,Forecast Only
54885835,Monte Rosa,Italy,Forecast Only
54885837,Monte Sirino,Italy,Forecast Only
54885839,Monte Volturino,Italy,Forecast Only
54883747,Montecampione,Italy,Forecast Only
54885841,Monterosa,Italy,Forecast Only
54885843,Moos,Italy,Forecast Only
54885845,Mottarone,Italy,Forecast Only
54885847,Mount Pietravecchia,Italy,Forecast Only
54885849,Mount Saccarello,Italy,Forecast Only
54885851,Mount Toraggio,Italy,Forecast Only
54885853,Nevegal,Italy,Forecast Only
54885855,Nova Levante /  Welschnofen,Italy,Forecast Only
54885857,Nova Ponente,Italy,Forecast Only
666225,Obereggen,Italy,
54885859,Oclini,Italy,Forecast Only
54885861,Ollomont,Italy,Forecast Only
54885863,Oropa - Mucrone,Italy,Forecast Only
54883395,Ortisei,Italy,
54885867,Ovindoli,Italy,Forecast Only
54885869,Paesana,Italy,Forecast Only
54885871,Palafavera,Italy,Forecast Only
54885873,Palit Valchiusella,Italy,Forecast Only
54885875,Panarotta 2002,Italy,Forecast Only
54885879,Passo Compolongo,Italy,Forecast Only
54885881,Passo Fedaia,Italy,Forecast Only
54885883,Passo Furcia / Furkelpass,Italy,Forecast Only
54885885,Passo Lanciano - Mirastelle Mailletta,Italy,Forecast Only
54885887,Passo Lavaze / Lavazejoch,Italy,Forecast Only
54885889,Passo Mendola - Prati di Golf,Italy,Forecast Only
54885891,Passo Rolle / Rollepass,Italy,Forecast Only
54885893,Passo San Pellegrino,Italy,Forecast Only
54885895,Passo Sella,Italy,Forecast Only
666505,Passo Stelvio,Italy,Forecast Only
666407,Passo Tonale,Italy,
54885897,Passo Vallees,Italy,Forecast Only
54885899,Pejo,Italy,Forecast Only
54885903,Pescasseroli,Italy,Forecast Only
54885905,Pescegallo,Italy,Forecast Only
54885907,Pescocostanzo,Italy,Forecast Only
54885909,Pian del Frais - Chiomonte,Italy,Forecast Only
54885911,Pian delle Betulle,Italy,Forecast Only
54885913,Pian Neiretto,Italy,Forecast Only
54885915,Piana / Valle Vigezzo,Italy,Forecast Only
54883761,Piancavallo,Italy,Forecast Only
54885917,Piandelagotti / Frassinoro,Italy,Forecast Only
54885919,Piane di Mocogno,Italy,Forecast Only
54885921,Piani Erna,Italy,Forecast Only
54885923,Piazza Torre,Italy,Forecast Only
54883763,Piedmont,Italy,Forecast Only
54885925,Pieve di Cadore,Italy,Forecast Only
666020,Pila,Italy,
666119,Pinzolo,Italy,
54885927,Pizzatorre,Italy,Forecast Only
54883933,PLAN DE CORONES / VALDAORA,Italy,Forecast Only
54883766,Ponte di Legno,Italy,Forecast Only
54885929,Pontechianale,Italy,Forecast Only
54883767,Pozza di Fassa,Italy,Forecast Only
54883459,Pragelato,Italy,
54885931,Prali,Italy,Forecast Only
54883770,Prato Nevoso,Italy,Forecast Only
54885933,Prato Selva,Italy,Forecast Only
54885935,Prato Spilla,Italy,Forecast Only
54883772,Predazzo,Italy,Forecast Only
54883774,Presena,Italy,Forecast Only
54885939,Racines / Ratschings,Italy,Forecast Only
54883776,Ravascletto,Italy,Forecast Only
54885941,Recoaro Mille,Italy,Forecast Only
54885943,Rein / Riva di Tures,Italy,Forecast Only
54885945,Reinswald,Italy,Forecast Only
54885947,Rhemes Valley,Italy,Forecast Only
54885949,Ritten,Italy,Forecast Only
54885951,Rivisondoli,Italy,Forecast Only
54885953,Roana,Italy,Forecast Only
54883778,Roccaraso,Italy,Forecast Only
54885955,Rucas di Bagnolo,Italy,Forecast Only
54885957,Ruffre,Italy,Forecast Only
54885959,Sagnalonga,Italy,Forecast Only
54883784,San Cassiano,Italy,Forecast Only
54883891,SAN CASSIANO IN BADIA,Italy,Forecast Only
54885961,San Colombano,Italy,Forecast Only
54885963,San Giacomo di Roburent,Italy,Forecast Only
666122,San Martino di Castrozza,Italy,
54883785,San Sicario,Italy,Forecast Only
54885965,San Simone,Italy,Forecast Only
54885967,San Valentino,Italy,Forecast Only
54885969,San Vigilio di Marebbe / Saint Vigil in Enneberg,Italy,Forecast Only
666310,San Vito,Italy,
54885971,Sand in Taufers,Italy,Forecast Only
54885973,Sangiacomo di Roburent,Italy,Forecast Only
54883892,SANSICARIO,Italy,Forecast Only
666021,Santa Caterina,Italy,
54883786,Santa Cristina (Val Gardena),Italy,Forecast Only
54883893,SANTA CRISTINA VAL GARDENA,Italy,Forecast Only
54885975,Santa Valburga,Italy,Forecast Only
666316,Sappada,Italy,
54885979,Sarnano,Italy,Forecast Only
666022,Sauze d'Oulx,Italy,
54885981,Scanno,Italy,Forecast Only
54885983,Schia,Italy,Forecast Only
54883934,SCHIA - MONTE CAIO,Italy,Forecast Only
54885985,Schilpario,Italy,Forecast Only
54883420,Schnalstal,Italy,
54885989,Schoneben,Italy,Forecast Only
54888091,Schwemmalm,Italy,Forecast Only
54885991,Sella Nevea,Italy,Forecast Only
54885993,Sellata,Italy,Forecast Only
54885995,Selva di Cadore,Italy,Forecast Only
666027,Selva Val Gardena,Italy,
54883788,Selva-Sella Ronda,Italy,Forecast Only
666023,Sestriere,Italy,
54885997,Sexten / Sesto,Italy,Forecast Only
54883792,Solda/Sulden,Italy,Forecast Only
54883793,Sondrio,Italy,Forecast Only
54885999,St - Oyen - Flassin,Italy,Forecast Only
54886001,St Anna Pelago / Pievepelago,Italy,Forecast Only
54883825,St Cristina,Italy,
54886003,St Gree di Viola,Italy,Forecast Only
54886007,St Peter / S. Pietro,Italy,Forecast Only
54886009,St Ulrich / Ortisei,Italy,Forecast Only
54886011,St Valentin auf der Haide / San Valentino Alla Muta,Italy,Forecast Only
54886013,Sterzing - Vipiteno,Italy,Forecast Only
54883396,Sulden,Italy,
54886015,Tagliacozzo - Marsia,Italy,Forecast Only
54883800,Tarvisio,Italy,Forecast Only
54886017,Teglio,Italy,Forecast Only
54886019,Terminillo,Italy,Forecast Only
54886023,Torgnon,Italy,Forecast Only
54886025,Trafoi,Italy,Forecast Only
666227,Trevalli,Italy,
54886029,Usseglio Pian Benot,Italy,Forecast Only
54886031,Ussita,Italy,Forecast Only
54883804,Val Camonica,Italy,Forecast Only
54886037,Val D'Ultimo - Malga Guazza,Italy,Forecast Only
54883397,Val di Fassa,Italy,
666026,Val di Fiemme,Italy,
54886035,Val di non Predaia,Italy,Forecast Only
666126,Val Di Sole,Italy,
54886039,Val Formazza,Italy,Forecast Only
54886041,Val Gardena,Italy,Forecast Only
54883441,Val Senales,Italy,
54886043,Val Senales / Schnalstal,Italy,Forecast Only
54886045,Valcanale di Ardesio,Italy,Forecast Only
666313,Valcomelico,Italy,
54883649,Valgrisenche,Italy,
54886047,Valle Divedro,Italy,Forecast Only
666226,Valle Isarco,Italy,
54886049,Valprato Soana,Italy,Forecast Only
54886051,Vals / Jochtal,Italy,Forecast Only
54883808,Valtournenche,Italy,Forecast Only
54883830,Versciaco,Italy,
54886055,Vigo di Fassa,Italy,Forecast Only
54886057,Villabassa / Niederdorf,Italy,Forecast Only
54886059,Villagio Palumbo,Italy,Forecast Only
54886061,Watles,Italy,Forecast Only
54886063,Zambla,Italy,Forecast Only
54888093,Ziano di Fiemme,Italy,Forecast Only
666314,Zoldo,Italy,
54888095,Abashiri Lake View,Japan,Forecast Only
54886067,Adatara Kogen,Japan,Forecast Only
54888699,Aizu Kogen Daikurayama,Japan,Forecast Only
54886069,Aizu Kogen Nango,Japan,Forecast Only
54888097,Aizu Kogen Takahata,Japan,Forecast Only
54886071,Aizu Kogen Takatsue,Japan,Forecast Only
225083,Ajigasawa,Japan,Forecast Only
54888099,Akabirayama,Japan,Forecast Only
54888101,Akazawa,Japan,Forecast Only
54886075,Akitaken Tazawako Kogen,Japan,Forecast Only
54886077,Alpha Resort Tomamu,Japan,Forecast Only
54886079,Alts Bandai,Japan,Forecast Only
54888103,Amihari,Japan,Forecast Only
54888105,Ani,Japan,Forecast Only
54886081,Appi Kogen,Japan,Forecast Only
54886083,Arai,Japan,Forecast Only
54888107,Asahi Shizenkan,Japan,Forecast Only
54888109,Asahidake Onsen,Japan,Forecast Only
54888111,Asama 2000 Park,Japan,Forecast Only
54888113,Asarigawa Onsen,Japan,Forecast Only
54888115,Ashibetsu,Japan,Forecast Only
54888117,Aso Choei Jinko,Japan,Forecast Only
54886087,Axiom,Japan,Forecast Only
54886089,Azuma Ski Hill,Japan,Forecast Only
54886091,Bandai  Kokusai,Japan,Forecast Only
54886095,Baragi Kogen,Japan,Forecast Only
54888119,Birao,Japan,Forecast Only
54886099,Biwako Valley,Japan,Forecast Only
54888121,Blanche Takayama,Japan,Forecast Only
54886101,Ca et la Ski Resort Oze,Japan,Forecast Only
54888123,Ca et là Ski Resort Oze,Japan,Forecast Only
54886103,Charmant Touchi,Japan,Forecast Only
54886105,Chateau Shiozawa,Japan,Forecast Only
54886109,Cupid Valley,Japan,Forecast Only
54886113,Daisen Kokusai,Japan,Forecast Only
54886115,Dolphin Valley,Japan,Forecast Only
54886117,Dynaland,Japan,Forecast Only
54886119,Echo Valley,Japan,Forecast Only
54888125,Edelweiss,Japan,Forecast Only
54888127,First Ishiuchi,Japan,Forecast Only
54888707,Fujimi Kogen,Japan,Forecast Only
54886123,Fujimi Panorama,Japan,Forecast Only
54886125,Fujino Healthland Kokusai,Japan,Forecast Only
54886127,Fujiten Snow Resort,Japan,Forecast Only
54888663,Fukagawa,Japan,Forecast Only
54886129,Funayama Kogen,Japan,Forecast Only
54883983,Furano,Japan,Forecast Only
54888129,GALA Yuzawa,Japan,Forecast Only
54888131,Gassan,Japan,Forecast Only
54888133,Geihoku Kokusai,Japan,Forecast Only
54888135,Geto Pia Ski Resort,Japan,Forecast Only
54888137,Gokase Highland,Japan,Forecast Only
54886131,Gran Deco Ski Resort,Japan,Forecast Only
54888139,Grandee Hatoriko,Japan,Forecast Only
54886133,Greenpia Tsunan,Japan,Forecast Only
54888141,Hachi Kogen,Japan,Forecast Only
54888143,Hachikita,Japan,Forecast Only
54886135,Hachimantai,Japan,Forecast Only
54886137,Hachimantai Resort,Japan,Forecast Only
54888145,Hakkouda,Japan,Forecast Only
54888147,Hakodate Nanae,Japan,Forecast Only
54886139,Hakodateyama,Japan,Forecast Only
54888149,Hakuba,Japan,Forecast Only
54886141,Hakuba 47,Japan,Forecast Only
54886143,Hakuba Cortina Kokusai,Japan,Forecast Only
54888151,Hakuba Iwatake,Japan,Forecast Only
54883981,Hakuba Norikura,Japan,Forecast Only
54886145,Hakusan Chugu Onsen,Japan,Forecast Only
54888153,Hakusan Ichirino Onsen,Japan,Forecast Only
54888155,Hakusan Sena Kogen,Japan,Forecast Only
54886147,Happo One,Japan,Forecast Only
54888157,Heavens Sonohara,Japan,Forecast Only
54888159,Hiba Valley,Japan,Forecast Only
54886153,Hida Kawai,Japan,Forecast Only
54886155,Hida Takayama,Japan,Forecast Only
54888161,Hidaka Kokusai,Japan,Forecast Only
54886157,Hidanagareha,Japan,Forecast Only
54888715,Hirayu Onsen,Japan,Forecast Only
54888163,Hiroshima Kenmin no Mori,Japan,Forecast Only
54888165,Hirugano Kogen,Japan,Forecast Only
54886159,Honokidaira,Japan,Forecast Only
54888167,Hotaka Bokujo,Japan,Forecast Only
54888169,Hotaka Olympia,Japan,Forecast Only
54888171,Hounokidaira,Japan,Forecast Only
54886161,Hunter Mountain,Japan,Forecast Only
54888173,Hyonosen Kokusai,Japan,Forecast Only
54886163,Hyperbowl Tohachi,Japan,Forecast Only
54888175,Ibukiyama,Japan,Forecast Only
54888665,Iiyama Kokusai,Japan,Forecast Only
54886165,Iizuna Resort,Japan,Forecast Only
54886167,Imabetsu,Japan,Forecast Only
54888177,Imajo 365,Japan,Forecast Only
54886169,Inawashiro,Japan,Forecast Only
54886171,Inawashiro Resort,Japan,Forecast Only
54886173,IOX-AROSA,Japan,Forecast Only
54888701,Ishiki Kokusai,Japan,Forecast Only
54886175,Ishiuchi Maruyama,Japan,Forecast Only
54888179,Ishizuchi Ski Hill,Japan,Forecast Only
54886177,Itoigawa Seaside Valley,Japan,Forecast Only
54886179,Itoshiro,Japan,Forecast Only
54888631,Itsukamachi,Japan,Forecast Only
54886181,Iwappara,Japan,Forecast Only
54888181,Iwate Kogen,Japan,Forecast Only
54886183,Izumi Kogen,Japan,Forecast Only
54886185,Jangle Jungle,Japan,Forecast Only
54886187,Jiigatake,Japan,Forecast Only
54886189,Joetsu Kokusai,Japan,Forecast Only
54886191,Jyunesu Kurikoma,Japan,Forecast Only
54888183,Kagura,Japan,Forecast Only
54888729,Kaida Kogen Mia,Japan,Forecast Only
54888185,Kamoidake Kokusai,Japan,Forecast Only
54888187,Kamui Ski Links,Japan,Forecast Only
54888189,Kanazawa Seymour,Japan,Forecast Only
54886199,Kanbayashi Ski & Snowboard Park,Japan,Forecast Only
54886201,Kandatsu Kogen,Japan,Forecast Only
54888191,Kannabe Alpenrose,Japan,Forecast Only
54888193,Kannabe Kogen 1,Japan,Forecast Only
54886203,Kannabe Kogen 2 Manba,Japan,Forecast Only
54888195,Kannabe Kogen Appu Kannabe,Japan,Forecast Only
54888197,Kannabe Kogen Okukannabe,Japan,Forecast Only
54888651,Kannabe Kogen Oookayama,Japan,Forecast Only
54888199,Karigahara,Japan,Forecast Only
54886205,Karuizawa Prince Hotel,Japan,Forecast Only
54886207,Karuizawa Snow Park,Japan,Forecast Only
54888201,Kasadake,Japan,Forecast Only
54888203,Katashina Kogen,Japan,Forecast Only
54888611,Katsurazawa,Japan,Forecast Only
54886209,Kawaba,Japan,Forecast Only
54886211,Kayama Captain Coast,Japan,Forecast Only
54886213,Kazawa Highland,Japan,Forecast Only
54886215,Kijimadaira,Japan,Forecast Only
54886219,Kiroro Snow World,Japan,Forecast Only
54888205,Kiso Fukushima,Japan,Forecast Only
54886221,Kita Shiga Kogen Kumaruyama,Japan,Forecast Only
54886223,Kita Shinsu Kita Shiga Takaifuji,Japan,Forecast Only
54888207,Kitadaisetsu,Japan,Forecast Only
54888209,Kitashiga Kogen,Japan,Forecast Only
54886225,Kitashiga Ryuo Ski Park,Japan,Forecast Only
54888661,Kotobiki Forest Park,Japan,Forecast Only
54886227,Koumi Ri-Ex Ski Valley,Japan,Forecast Only
54888211,Kumanoyu,Japan,Forecast Only
54888213,Kunizakai,Japan,Forecast Only
54888215,Kuriko Kokusai,Japan,Forecast Only
54886229,Kurohime Kogen,Japan,Forecast Only
54888217,Kurumayama Kogen,Japan,Forecast Only
54888219,Kusatsu Shirane,Japan,Forecast Only
54886231,Kusatsu Shizukayama,Japan,Forecast Only
54886233,Listel Ski Fantasia,Japan,Forecast Only
54888653,Ludens Yuzawa,Japan,Forecast Only
54886235,Madarao Kogen,Japan,Forecast Only
54888221,Maeyama,Japan,Forecast Only
54886237,Maiko Kogen,Japan,Forecast Only
54888223,Makado Onsen,Japan,Forecast Only
54886239,Makinoiri,Japan,Forecast Only
54886241,Makomanai,Japan,Forecast Only
54886243,Manza Onsen,Japan,Forecast Only
54888225,Maple Hill Keichozan,Japan,Forecast Only
54888227,Marunuma Kogen,Japan,Forecast Only
